https://api.eia.gov/v2/electricity/retail-sales/data/,,,"{""frequency"":""annual"",""data"":[""price""],""facets"":{""stateid"": [""AL"", ""AR"", ""AZ"", ""CA"", ""CO"", ""CT"", ""DC"", ""DE"", ""ENC"", ""ESC"", ""MD"", ""MA"", ""MAT"", ""LA"", ""KY"", ""KS"", ""IN"", ""IL"", ""ID"", ""IA"", ""HI"", ""GA"", ""ESC"", ""AK"", ""AL"", ""AZ"", ""CA"", ""CO"", ""DC"", ""DE"", ""ESC"", ""GA"", ""HI"", ""IA"", ""ID"", ""IL"", ""IN"", ""KS"", ""MAT"", ""LA"", ""KS"", ""IN"", ""IL"", ""ID"", ""IA"", ""HI"", ""AZ"", ""CA"", ""CO"", ""DC"", ""DE"", ""ESC"", ""GA"", ""IA"", ""ID"", ""IL"", ""IN"", ""KS"", ""LA"", ""MAT"", ""MA"", ""MD"", ""ME"", ""MI"", ""MN"", ""MO"", ""MS"", ""MTN"", ""MT"", ""NC"", ""ND"", ""NEW"", ""NE"", ""NH"", ""NJ"", ""NM"", ""NV"", ""NY"", ""OH"", ""OK"", ""OR"", ""PACC"", ""PACN"", ""PA"", ""RI"", ""SAT"", ""SC"", ""SD"", ""TN"", ""TX"", ""US"", ""UT"", ""VA"", ""VT"", ""WA"", ""WI"", ""WNC"", ""WSC"", ""WV"", ""WY""]},""start"":""2001"",""end"":""2019"",""sort"":[{""column"":""period"",""direction"":""desc""}],""offset"":0,""length"":5000}",,,
Category,Category,Frequency,Data,Facet,,
Electricity,Electricity Sales to Ultimate Customers,annual,price,State / Census Region,,
electricity,retail-sales,annual,price,stateid,,
2011,DE,Delaware,RES,residential,13.7,cents per kilowatthour
2011,OR,Oregon,TRA,transportation,7.89,cents per kilowatthour
2011,NJ,New Jersey,ALL,all sectors,14.3,cents per kilowatthour
2011,NH,New Hampshire,TRA,transportation,0,cents per kilowatthour
2011,NH,New Hampshire,RES,residential,16.52,cents per kilowatthour
2011,NH,New Hampshire,OTH,other,,cents per kilowatthour
2011,NH,New Hampshire,IND,industrial,12.27,cents per kilowatthour
2011,NH,New Hampshire,COM,commercial,14.04,cents per kilowatthour
2011,NH,New Hampshire,ALL,all sectors,14.74,cents per kilowatthour
2011,NV,Nevada,TRA,transportation,8.58,cents per kilowatthour
2011,SD,South Dakota,OTH,other,,cents per kilowatthour
2011,SD,South Dakota,IND,industrial,6.2,cents per kilowatthour
2011,SD,South Dakota,COM,commercial,7.76,cents per kilowatthour
2011,SD,South Dakota,ALL,all sectors,8.05,cents per kilowatthour
2011,SC,South Carolina,TRA,transportation,0,cents per kilowatthour
2011,SC,South Carolina,RES,residential,11.05,cents per kilowatthour
2011,SC,South Carolina,OTH,other,,cents per kilowatthour
2011,SC,South Carolina,IND,industrial,5.94,cents per kilowatthour
2011,SC,South Carolina,COM,commercial,9.3,cents per kilowatthour
2011,SC,South Carolina,ALL,all sectors,8.8,cents per kilowatthour
2011,RI,Rhode Island,TRA,transportation,14.11,cents per kilowatthour
2011,RI,Rhode Island,RES,residential,14.33,cents per kilowatthour
2011,RI,Rhode Island,OTH,other,,cents per kilowatthour
2011,RI,Rhode Island,IND,industrial,11.27,cents per kilowatthour
2011,RI,Rhode Island,COM,commercial,12.37,cents per kilowatthour
2011,RI,Rhode Island,ALL,all sectors,13.04,cents per kilowatthour
2011,PA,Pennsylvania,TRA,transportation,8.93,cents per kilowatthour
2011,PA,Pennsylvania,RES,residential,13.26,cents per kilowatthour
2011,PA,Pennsylvania,OTH,other,,cents per kilowatthour
2011,PA,Pennsylvania,IND,industrial,7.73,cents per kilowatthour
2011,PA,Pennsylvania,COM,commercial,10.03,cents per kilowatthour
2011,PA,Pennsylvania,ALL,all sectors,10.45,cents per kilowatthour
2011,NM,New Mexico,TRA,transportation,0,cents per kilowatthour
2011,NM,New Mexico,RES,residential,11,cents per kilowatthour
2011,NM,New Mexico,OTH,other,,cents per kilowatthour
2011,NM,New Mexico,IND,industrial,6.06,cents per kilowatthour
2011,NM,New Mexico,COM,commercial,9.07,cents per kilowatthour
2011,NM,New Mexico,ALL,all sectors,8.74,cents per kilowatthour
2011,NJ,New Jersey,TRA,transportation,10.69,cents per kilowatthour
2011,NJ,New Jersey,RES,residential,16.23,cents per kilowatthour
2011,NJ,New Jersey,OTH,other,,cents per kilowatthour
2011,NJ,New Jersey,IND,industrial,11.43,cents per kilowatthour
2011,NJ,New Jersey,COM,commercial,13.47,cents per kilowatthour
2011,ESC,East South Central,IND,industrial,6.19,cents per kilowatthour
2011,ESC,East South Central,COM,commercial,9.8,cents per kilowatthour
2011,ESC,East South Central,ALL,all sectors,8.58,cents per kilowatthour
2011,OH,Ohio,COM,commercial,9.63,cents per kilowatthour
2011,OH,Ohio,ALL,all sectors,9.03,cents per kilowatthour
2011,ND,North Dakota,TRA,transportation,0,cents per kilowatthour
2011,ND,North Dakota,RES,residential,8.58,cents per kilowatthour
2011,ND,North Dakota,OTH,other,,cents per kilowatthour
2011,ND,North Dakota,IND,industrial,6.24,cents per kilowatthour
2011,ND,North Dakota,COM,commercial,7.61,cents per kilowatthour
2011,ND,North Dakota,ALL,all sectors,7.5,cents per kilowatthour
2011,NC,North Carolina,TRA,transportation,7.04,cents per kilowatthour
2011,NC,North Carolina,RES,residential,10.26,cents per kilowatthour
2011,NC,North Carolina,OTH,other,,cents per kilowatthour
2011,NC,North Carolina,IND,industrial,6.01,cents per kilowatthour
2011,NC,North Carolina,COM,commercial,8.13,cents per kilowatthour
2011,NC,North Carolina,ALL,all sectors,8.64,cents per kilowatthour
2011,NY,New York,TRA,transportation,13.45,cents per kilowatthour
2011,NY,New York,RES,residential,18.26,cents per kilowatthour
2011,NY,New York,OTH,other,,cents per kilowatthour
2011,NY,New York,IND,industrial,7.83,cents per kilowatthour
2011,NY,New York,COM,commercial,15.81,cents per kilowatthour
2011,NY,New York,ALL,all sectors,15.89,cents per kilowatthour
2011,MA,Massachusetts,OTH,other,,cents per kilowatthour
2011,MA,Massachusetts,IND,industrial,13.38,cents per kilowatthour
2011,MA,Massachusetts,COM,commercial,14.33,cents per kilowatthour
2011,MA,Massachusetts,ALL,all sectors,14.11,cents per kilowatthour
2011,MD,Maryland,TRA,transportation,9.03,cents per kilowatthour
2011,MD,Maryland,RES,residential,13.31,cents per kilowatthour
2011,MD,Maryland,OTH,other,,cents per kilowatthour
2011,MD,Maryland,IND,industrial,8.76,cents per kilowatthour
2011,MD,Maryland,COM,commercial,11.28,cents per kilowatthour
2011,MD,Maryland,ALL,all sectors,11.93,cents per kilowatthour
2011,SAT,South Atlantic,TRA,transportation,9.03,cents per kilowatthour
2010,DC,District of Columbia,IND,industrial,7.74,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,RES,residential,23.22,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,IND,industrial,19.88,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,COM,commercial,20.45,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,ALL,all sectors,21.14,cents per kilowatthour
2010,PACC,Pacific Contiguous,TRA,transportation,8.23,cents per kilowatthour
2010,PACC,Pacific Contiguous,RES,residential,12.31,cents per kilowatthour
2010,PACC,Pacific Contiguous,OTH,other,,cents per kilowatthour
2010,PACC,Pacific Contiguous,IND,industrial,7.47,cents per kilowatthour
2010,PACC,Pacific Contiguous,COM,commercial,11.58,cents per kilowatthour
2010,PACC,Pacific Contiguous,ALL,all sectors,10.92,cents per kilowatthour
2010,MTN,Mountain,TRA,transportation,9.1,cents per kilowatthour
2010,MTN,Mountain,RES,residential,10.49,cents per kilowatthour
2010,MTN,Mountain,OTH,other,,cents per kilowatthour
2010,MTN,Mountain,IND,industrial,6.13,cents per kilowatthour
2010,MTN,Mountain,COM,commercial,8.75,cents per kilowatthour
2010,MTN,Mountain,ALL,all sectors,8.59,cents per kilowatthour
2010,WSC,West South Central,TRA,transportation,9.78,cents per kilowatthour
2010,WSC,West South Central,RES,residential,10.67,cents per kilowatthour
2010,WSC,West South Central,OTH,other,,cents per kilowatthour
2010,WSC,West South Central,IND,industrial,6.12,cents per kilowatthour
2010,WSC,West South Central,COM,commercial,8.78,cents per kilowatthour
2010,WSC,West South Central,ALL,all sectors,8.74,cents per kilowatthour
2010,ESC,East South Central,TRA,transportation,11.09,cents per kilowatthour
2010,ESC,East South Central,RES,residential,9.58,cents per kilowatthour
2010,ESC,East South Central,OTH,other,,cents per kilowatthour
2010,ESC,East South Central,IND,industrial,5.83,cents per kilowatthour
2010,ESC,East South Central,COM,commercial,9.34,cents per kilowatthour
2010,RI,Rhode Island,TRA,transportation,13.73,cents per kilowatthour
2010,RI,Rhode Island,RES,residential,15.92,cents per kilowatthour
2010,RI,Rhode Island,OTH,other,,cents per kilowatthour
2010,RI,Rhode Island,IND,industrial,11.83,cents per kilowatthour
2010,RI,Rhode Island,COM,commercial,13.1,cents per kilowatthour
2010,RI,Rhode Island,ALL,all sectors,14.07,cents per kilowatthour
2010,PA,Pennsylvania,TRA,transportation,7.91,cents per kilowatthour
2010,PA,Pennsylvania,RES,residential,12.7,cents per kilowatthour
2010,PA,Pennsylvania,OTH,other,,cents per kilowatthour
2010,PA,Pennsylvania,IND,industrial,7.66,cents per kilowatthour
2010,PA,Pennsylvania,COM,commercial,10.1,cents per kilowatthour
2010,PA,Pennsylvania,ALL,all sectors,10.31,cents per kilowatthour
2010,OR,Oregon,TRA,transportation,6.99,cents per kilowatthour
2010,OR,Oregon,RES,residential,8.87,cents per kilowatthour
2010,OR,Oregon,OTH,other,,cents per kilowatthour
2010,OR,Oregon,IND,industrial,5.4,cents per kilowatthour
2010,OR,Oregon,COM,commercial,7.59,cents per kilowatthour
2010,OR,Oregon,ALL,all sectors,7.56,cents per kilowatthour
2010,OK,Oklahoma,TRA,transportation,0,cents per kilowatthour
2010,OK,Oklahoma,RES,residential,9.14,cents per kilowatthour
2010,OK,Oklahoma,OTH,other,,cents per kilowatthour
2010,OK,Oklahoma,IND,industrial,5.35,cents per kilowatthour
2010,OK,Oklahoma,COM,commercial,7.45,cents per kilowatthour
2010,OK,Oklahoma,ALL,all sectors,7.59,cents per kilowatthour
2010,OH,Ohio,TRA,transportation,8.62,cents per kilowatthour
2010,OH,Ohio,RES,residential,11.31,cents per kilowatthour
2010,OH,Ohio,OTH,other,,cents per kilowatthour
2010,OH,Ohio,IND,industrial,6.4,cents per kilowatthour
2010,OH,Ohio,COM,commercial,9.73,cents per kilowatthour
2010,US,U.S. Total,TRA,transportation,10.56,cents per kilowatthour
2010,US,U.S. Total,RES,residential,11.54,cents per kilowatthour
2010,US,U.S. Total,OTH,other,,cents per kilowatthour
2010,US,U.S. Total,IND,industrial,6.77,cents per kilowatthour
2010,US,U.S. Total,COM,commercial,10.19,cents per kilowatthour
2010,US,U.S. Total,ALL,all sectors,9.83,cents per kilowatthour
2010,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatthour
2010,NM,New Mexico,OTH,other,,cents per kilowatthour
2010,NM,New Mexico,IND,industrial,6.01,cents per kilowatthour
2010,NM,New Mexico,COM,commercial,8.57,cents per kilowatthour
2010,NM,New Mexico,ALL,all sectors,8.4,cents per kilowatthour
2010,NJ,New Jersey,TRA,transportation,11.73,cents per kilowatthour
2010,NJ,New Jersey,RES,residential,16.57,cents per kilowatthour
2010,NJ,New Jersey,OTH,other,,cents per kilowatthour
2010,NJ,New Jersey,IND,industrial,11.81,cents per kilowatthour
2010,NJ,New Jersey,COM,commercial,13.89,cents per kilowatthour
2010,NJ,New Jersey,ALL,all sectors,14.68,cents per kilowatthour
2010,NH,New Hampshire,TRA,transportation,0,cents per kilowatthour
2010,NH,New Hampshire,RES,residential,16.32,cents per kilowatthour
2010,NH,New Hampshire,OTH,other,,cents per kilowatthour
2010,NH,New Hampshire,IND,industrial,12.76,cents per kilowatthour
2010,NH,New Hampshire,COM,commercial,14.25,cents per kilowatthour
2010,NH,New Hampshire,ALL,all sectors,14.84,cents per kilowatthour
2010,NV,Nevada,TRA,transportation,9.4,cents per kilowatthour
2010,NV,Nevada,RES,residential,12.36,cents per kilowatthour
2010,NV,Nevada,OTH,other,,cents per kilowatthour
2010,NV,Nevada,IND,industrial,7.37,cents per kilowatthour
2010,NV,Nevada,COM,commercial,9.79,cents per kilowatthour
2010,VT,Vermont,RES,residential,15.57,cents per kilowatthour
2010,VT,Vermont,OTH,other,,cents per kilowatthour
2010,VT,Vermont,IND,industrial,9.53,cents per kilowatthour
2010,VT,Vermont,COM,commercial,13.44,cents per kilowatthour
2010,VT,Vermont,ALL,all sectors,13.24,cents per kilowatthour
2010,UT,Utah,TRA,transportation,8.69,cents per kilowatthour
2010,UT,Utah,RES,residential,8.71,cents per kilowatthour
2010,UT,Utah,OTH,other,,cents per kilowatthour
2010,UT,Utah,IND,industrial,4.93,cents per kilowatthour
2010,UT,Utah,COM,commercial,7.15,cents per kilowatthour
2010,UT,Utah,ALL,all sectors,6.94,cents per kilowatthour
2010,TX,Texas,TRA,transportation,9.82,cents per kilowatthour
2010,TX,Texas,RES,residential,11.6,cents per kilowatthour
2010,TX,Texas,OTH,other,,cents per kilowatthour
2010,TX,Texas,IND,industrial,6.44,cents per kilowatthour
2010,TX,Texas,COM,commercial,9.19,cents per kilowatthour
2010,TX,Texas,ALL,all sectors,9.34,cents per kilowatthour
2010,TN,Tennessee,TRA,transportation,11.09,cents per kilowatthour
2010,TN,Tennessee,RES,residential,9.23,cents per kilowatthour
2010,TN,Tennessee,OTH,other,,cents per kilowatthour
2010,TN,Tennessee,IND,industrial,6.58,cents per kilowatthour
2010,TN,Tennessee,COM,commercial,9.66,cents per kilowatthour
2010,TN,Tennessee,ALL,all sectors,8.61,cents per kilowatthour
2010,SD,South Dakota,TRA,transportation,0,cents per kilowatthour
2010,SD,South Dakota,RES,residential,8.97,cents per kilowatthour
2010,SD,South Dakota,OTH,other,,cents per kilowatthour
2010,SD,South Dakota,IND,industrial,6.07,cents per kilowatthour
2010,SD,South Dakota,COM,commercial,7.55,cents per kilowatthour
2010,SD,South Dakota,ALL,all sectors,7.82,cents per kilowatthour
2010,SC,South Carolina,TRA,transportation,0,cents per kilowatthour
2010,SC,South Carolina,RES,residential,10.5,cents per kilowatthour
2010,SC,South Carolina,OTH,other,,cents per kilowatthour
2010,SC,South Carolina,IND,industrial,5.74,cents per kilowatthour
2010,SC,South Carolina,COM,commercial,8.9,cents per kilowatthour
2010,SC,South Carolina,ALL,all sectors,8.49,cents per kilowatthour
2010,WNC,West North Central,RES,residential,9.64,cents per kilowatthour
2010,WNC,West North Central,OTH,other,,cents per kilowatthour
2010,WNC,West North Central,IND,industrial,5.86,cents per kilowatthour
2010,WNC,West North Central,COM,commercial,7.87,cents per kilowatthour
2010,WNC,West North Central,ALL,all sectors,7.93,cents per kilowatthour
2010,ENC,East North Central,TRA,transportation,6.94,cents per kilowatthour
2010,ENC,East North Central,RES,residential,11.41,cents per kilowatthour
2010,ENC,East North Central,OTH,other,,cents per kilowatthour
2010,ENC,East North Central,IND,industrial,6.53,cents per kilowatthour
2010,ENC,East North Central,COM,commercial,9.36,cents per kilowatthour
2010,ENC,East North Central,ALL,all sectors,9.08,cents per kilowatthour
2010,MAT,Middle Atlantic,TRA,transportation,12.33,cents per kilowatthour
2010,MAT,Middle Atlantic,RES,residential,15.81,cents per kilowatthour
2010,MAT,Middle Atlantic,OTH,other,,cents per kilowatthour
2010,MAT,Middle Atlantic,IND,industrial,8.4,cents per kilowatthour
2010,MAT,Middle Atlantic,COM,commercial,13.93,cents per kilowatthour
2010,MAT,Middle Atlantic,ALL,all sectors,13.6,cents per kilowatthour
2010,NEW,New England,TRA,transportation,8.43,cents per kilowatthour
2010,NEW,New England,RES,residential,16.23,cents per kilowatthour
2010,NEW,New England,OTH,other,,cents per kilowatthour
2010,NEW,New England,IND,industrial,12.98,cents per kilowatthour
2010,NEW,New England,COM,commercial,14.72,cents per kilowatthour
2010,NEW,New England,ALL,all sectors,14.89,cents per kilowatthour
2010,WY,Wyoming,TRA,transportation,0,cents per kilowatthour
2010,WY,Wyoming,RES,residential,8.77,cents per kilowatthour
2010,WY,Wyoming,OTH,other,,cents per kilowatthour
2010,WY,Wyoming,IND,industrial,4.98,cents per kilowatthour
2010,WY,Wyoming,COM,commercial,7.42,cents per kilowatthour
2010,WY,Wyoming,ALL,all sectors,6.2,cents per kilowatthour
2010,WI,Wisconsin,TRA,transportation,0,cents per kilowatthour
2010,WI,Wisconsin,RES,residential,12.65,cents per kilowatthour
2010,WI,Wisconsin,OTH,other,,cents per kilowatthour
2010,WI,Wisconsin,IND,industrial,6.85,cents per kilowatthour
2010,WI,Wisconsin,COM,commercial,9.98,cents per kilowatthour
2010,WI,Wisconsin,ALL,all sectors,9.78,cents per kilowatthour
2010,WV,West Virginia,TRA,transportation,8.33,cents per kilowatthour
2010,WV,West Virginia,RES,residential,8.79,cents per kilowatthour
2010,WV,West Virginia,OTH,other,,cents per kilowatthour
2010,WV,West Virginia,IND,industrial,5.86,cents per kilowatthour
2010,WV,West Virginia,COM,commercial,7.66,cents per kilowatthour
2010,WV,West Virginia,ALL,all sectors,7.45,cents per kilowatthour
2010,WA,Washington,TRA,transportation,7.42,cents per kilowatthour
2010,WA,Washington,RES,residential,8.04,cents per kilowatthour
2010,WA,Washington,OTH,other,,cents per kilowatthour
2010,WA,Washington,IND,industrial,4.08,cents per kilowatthour
2010,WA,Washington,COM,commercial,7.37,cents per kilowatthour
2010,WA,Washington,ALL,all sectors,6.66,cents per kilowatthour
2010,VA,Virginia,TRA,transportation,7.7,cents per kilowatthour
2010,VA,Virginia,RES,residential,10.45,cents per kilowatthour
2010,VA,Virginia,OTH,other,,cents per kilowatthour
2010,VA,Virginia,IND,industrial,6.66,cents per kilowatthour
2010,VA,Virginia,COM,commercial,7.65,cents per kilowatthour
2010,VA,Virginia,ALL,all sectors,8.69,cents per kilowatthour
2010,VT,Vermont,TRA,transportation,0,cents per kilowatthour
2010,OH,Ohio,ALL,all sectors,9.14,cents per kilowatthour
2010,ND,North Dakota,TRA,transportation,0,cents per kilowatthour
2010,ND,North Dakota,RES,residential,8.13,cents per kilowatthour
2010,ND,North Dakota,OTH,other,,cents per kilowatthour
2010,ND,North Dakota,IND,industrial,5.81,cents per kilowatthour
2010,ND,North Dakota,COM,commercial,7.21,cents per kilowatthour
2010,ND,North Dakota,ALL,all sectors,7.11,cents per kilowatthour
2010,NC,North Carolina,TRA,transportation,7.09,cents per kilowatthour
2010,NC,North Carolina,RES,residential,10.12,cents per kilowatthour
2010,NC,North Carolina,OTH,other,,cents per kilowatthour
2010,NC,North Carolina,IND,industrial,6.17,cents per kilowatthour
2010,NC,North Carolina,COM,commercial,8.16,cents per kilowatthour
2010,NC,North Carolina,ALL,all sectors,8.67,cents per kilowatthour
2010,NY,New York,TRA,transportation,13.74,cents per kilowatthour
2010,NY,New York,RES,residential,18.74,cents per kilowatthour
2010,NY,New York,OTH,other,,cents per kilowatthour
2010,NY,New York,IND,industrial,8.79,cents per kilowatthour
2010,NY,New York,COM,commercial,16.31,cents per kilowatthour
2010,NY,New York,ALL,all sectors,16.41,cents per kilowatthour
2010,NM,New Mexico,TRA,transportation,0,cents per kilowatthour
2010,NM,New Mexico,RES,residential,10.52,cents per kilowatthour
2010,ESC,East South Central,ALL,all sectors,8.16,cents per kilowatthour
2010,SAT,South Atlantic,TRA,transportation,9.41,cents per kilowatthour
2010,SAT,South Atlantic,RES,residential,10.96,cents per kilowatthour
2010,SAT,South Atlantic,OTH,other,,cents per kilowatthour
2010,SAT,South Atlantic,IND,industrial,6.66,cents per kilowatthour
2010,SAT,South Atlantic,COM,commercial,9.29,cents per kilowatthour
2010,SAT,South Atlantic,ALL,all sectors,9.61,cents per kilowatthour
2010,WNC,West North Central,TRA,transportation,6.95,cents per kilowatthour
2010,DC,District of Columbia,COM,commercial,13.42,cents per kilowatthour
2010,DC,District of Columbia,ALL,all sectors,13.35,cents per kilowatthour
2010,DE,Delaware,TRA,transportation,0,cents per kilowatthour
2010,DE,Delaware,RES,residential,13.8,cents per kilowatthour
2010,DE,Delaware,OTH,other,,cents per kilowatthour
2010,DE,Delaware,IND,industrial,9.57,cents per kilowatthour
2010,DE,Delaware,COM,commercial,11.36,cents per kilowatthour
2010,DE,Delaware,ALL,all sectors,11.97,cents per kilowatthour
2010,CT,Connecticut,TRA,transportation,11.53,cents per kilowatthour
2010,CT,Connecticut,RES,residential,19.25,cents per kilowatthour
2010,CT,Connecticut,OTH,other,,cents per kilowatthour
2010,CT,Connecticut,IND,industrial,14.51,cents per kilowatthour
2010,CT,Connecticut,COM,commercial,16.45,cents per kilowatthour
2010,CT,Connecticut,ALL,all sectors,17.38,cents per kilowatthour
2010,CO,Colorado,TRA,transportation,9.34,cents per kilowatthour
2010,CO,Colorado,RES,residential,11.04,cents per kilowatthour
2010,CO,Colorado,OTH,other,,cents per kilowatthour
2010,CO,Colorado,IND,industrial,6.9,cents per kilowatthour
2010,CO,Colorado,COM,commercial,9.13,cents per kilowatthour
2010,CO,Colorado,ALL,all sectors,9.15,cents per kilowatthour
2010,CA,California,TRA,transportation,8.27,cents per kilowatthour
2010,CA,California,RES,residential,14.75,cents per kilowatthour
2010,CA,California,OTH,other,,cents per kilowatthour
2010,CA,California,IND,industrial,9.8,cents per kilowatthour
2010,CA,California,COM,commercial,13.09,cents per kilowatthour
2010,CA,California,ALL,all sectors,13.01,cents per kilowatthour
2010,AR,Arkansas,TRA,transportation,11.33,cents per kilowatthour
